"Item Code","Colour Code","Item Description","Enriched Description",high_res_1,high_res_2,high_res_3,high_res_4,high_res_5,high_res_6,high_res_7,image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,image_10,image_11,image_12,image_13,image_14,image_15,image_16
M1011637A,1IP,"Code Surplus Logo T-Shirt","Opt for a sleek and minimalist look for your sporty wardrobe. This clean classic shows off our Superdry brand with a subtle style. Loose Fit – where comfort meets cool, a stylish loose cut makes this a must-have shape, Ribbed crew neck collar, Short sleeves, Printed graphic, Signature Superdry tab.",https://lookbook.superdrywholesale.com/HighRes/m1011637a_1ip_D1.tif,https://lookbook.superdrywholesale.com/HighRes/m1011637a_1ip_D2.tif,https://lookbook.superdrywholesale.com/HighRes/m1011637a_1ip_D6.tif,https://lookbook.superdrywholesale.com/HighRes/m1011637a_1ip_D7.tif,https://lookbook.superdrywholesale.com/HighRes/m1011637a_1ip_D8.tif,https://lookbook.superdrywholesale.com/HighRes/m1011637a_1ip_D9.tif,https://lookbook.superdrywholesale.com/HighRes/m1011637a_1ip_DO.tif,https://image1.superdry.com/static/images/products/upload9223368955666315442.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666315441.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666315434.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666315437.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666315436.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666315439.jpg,https://image1.superdry.com/static/images/products/M1011637A_1IP_D9.jpg,,,,,,,,,
M1011727A,6SI,"Overdyed Logo Loose T-Shirt","Minimalistic and stylish, the Overdyed Logo Loose T-Shirt is the perfect companion for your casual wear. This discreet tee is sure to be a wardrobe staple with its versatility and effortless comfort. Complete your authentic style by pairing it with your favourite jeans to keep you looking effortless throughout the day.  Loose Fit – where comfort meets cool, a stylish loose cut makes this a must-have shape, Crew neck, Bicep sleeve length, Printed Superdry logo.",https://lookbook.superdrywholesale.com/HighRes/m1011727a_6si_D1.tif,https://lookbook.superdrywholesale.com/HighRes/m1011727a_6si_D2.tif,https://lookbook.superdrywholesale.com/HighRes/m1011727a_6si_DO.tif,https://lookbook.superdrywholesale.com/HighRes/m1011727a_6si_M.tif,,,,https://image1.superdry.com/static/images/products/upload9223368955666225659.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666225658.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666225655.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666225653.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666225656.jpg,,,,,,,,,,,
M1011727A,98T,"Overdyed Logo Loose T-Shirt","Minimalistic and stylish, the Overdyed Logo Loose T-Shirt is the perfect companion for your casual wear. This discreet tee is sure to be a wardrobe staple with its versatility and effortless comfort. Complete your authentic style by pairing it with your favourite jeans to keep you looking effortless throughout the day.  Loose Fit – where comfort meets cool, a stylish loose cut makes this a must-have shape, Crew neck, Bicep sleeve length, Printed Superdry logo.",https://lookbook.superdrywholesale.com/HighRes/m1011727a_98t_D1.tif,https://lookbook.superdrywholesale.com/HighRes/m1011727a_98t_DO.tif,https://lookbook.superdrywholesale.com/HighRes/m1011727a_98t_M.tif,,,,,https://image1.superdry.com/static/images/products/upload9223368955666226181.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666226180.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666226176.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666226178.jpg,,,,,,,,,,,,
M1011727A,9UN,"Overdyed Logo Loose T-Shirt","Minimalistic and stylish, the Overdyed Logo Loose T-Shirt is the perfect companion for your casual wear. This discreet tee is sure to be a wardrobe staple with its versatility and effortless comfort. Complete your authentic style by pairing it with your favourite jeans to keep you looking effortless throughout the day.  Loose Fit – where comfort meets cool, a stylish loose cut makes this a must-have shape, Crew neck, Bicep sleeve length, Printed Superdry logo.",https://lookbook.superdrywholesale.com/HighRes/m1011727a_9un_D1.tif,https://lookbook.superdrywholesale.com/HighRes/m1011727a_9un_D6.tif,https://lookbook.superdrywholesale.com/HighRes/m1011727a_9un_D7.tif,https://lookbook.superdrywholesale.com/HighRes/m1011727a_9un_D8.tif,https://lookbook.superdrywholesale.com/HighRes/m1011727a_9un_D9.tif,https://lookbook.superdrywholesale.com/HighRes/m1011727a_9un_DO.tif,https://lookbook.superdrywholesale.com/HighRes/m1011727a_9un_M.tif,https://image1.superdry.com/static/images/products/upload9223368955666317445.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666317444.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666317437.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666317439.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666317440.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666317442.jpg,https://image1.superdry.com/static/images/products/m1011727a_9un_D9.jpg,,,,,,,,,
M1011726A,3KO,"Sportswear Logo Loose T-Shirt","Looking for a new way to bring your sporty style into your look? Refresh your wardrobe essentials with the Sportswear Logo Loose T-shirt. Its comfortable, easy fit compliments a casual look for day-to-day wear. Pair it with joggers or jeans depending on what you're up to; it's as versatile as it is simple. Loose Fit – where comfort meets cool, a stylish loose cut makes this a must-have shape, Ribbed crew neck collar, Short sleeves, Printed Superdry branding on chest, Printed logo on left sleeve.",https://lookbook.superdrywholesale.com/HighRes/m1011726a_3ko_D1.tif,https://lookbook.superdrywholesale.com/HighRes/m1011726a_3ko_D2.tif,https://lookbook.superdrywholesale.com/HighRes/m1011726a_3ko_D6.tif,https://lookbook.superdrywholesale.com/HighRes/m1011726a_3ko_D7.tif,https://lookbook.superdrywholesale.com/HighRes/m1011726a_3ko_D8.tif,https://lookbook.superdrywholesale.com/HighRes/m1011726a_3ko_D9.tif,https://lookbook.superdrywholesale.com/HighRes/m1011726a_3ko_DO.tif,https://image1.superdry.com/static/images/products/upload9223368955666315755.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666315754.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666315747.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666315749.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666315750.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666315752.jpg,https://image1.superdry.com/static/images/products/m1011726a_3ko_D9.jpg,,,,,,,,,
M1011726A,5PI,"Sportswear Logo Loose T-Shirt","Looking for a new way to bring your sporty style into your look? Refresh your wardrobe essentials with the Sportswear Logo Loose T-shirt. Its comfortable, easy fit compliments a casual look for day-to-day wear. Pair it with joggers or jeans depending on what you're up to; it's as versatile as it is simple. Loose Fit – where comfort meets cool, a stylish loose cut makes this a must-have shape, Ribbed crew neck collar, Short sleeves, Printed Superdry branding on chest, Printed logo on left sleeve.",,,,,,,,https://image1.superdry.com/static/images/products/zoom/upload9223368955666182473.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666182373.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666182374.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666183400.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666194384.jpg,,,,,,,,,,,
M1011726A,JAR,"Sportswear Logo Loose T-Shirt","Looking for a new way to bring your sporty style into your look? Refresh your wardrobe essentials with the Sportswear Logo Loose T-shirt. Its comfortable, easy fit compliments a casual look for day-to-day wear. Pair it with joggers or jeans depending on what you're up to; it's as versatile as it is simple. Loose Fit – where comfort meets cool, a stylish loose cut makes this a must-have shape, Ribbed crew neck collar, Short sleeves, Printed Superdry branding on chest, Printed logo on left sleeve.",https://lookbook.superdrywholesale.com/HighRes/m1011726a_jar_D1.tif,https://lookbook.superdrywholesale.com/HighRes/m1011726a_jar_D2.tif,https://lookbook.superdrywholesale.com/HighRes/m1011726a_jar_D6.tif,https://lookbook.superdrywholesale.com/HighRes/m1011726a_jar_D7.tif,https://lookbook.superdrywholesale.com/HighRes/m1011726a_jar_D8.tif,https://lookbook.superdrywholesale.com/HighRes/m1011726a_jar_D9.tif,https://lookbook.superdrywholesale.com/HighRes/m1011726a_jar_DO.tif,https://image1.superdry.com/static/images/products/upload9223368955666318074.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666318073.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666318066.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666318068.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666318069.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666318071.jpg,https://image1.superdry.com/static/images/products/M1011726A_JAR_D9.jpg,,,,,,,,,
M1011726A,T7X,"Sportswear Logo Loose T-Shirt","Looking for a new way to bring your sporty style into your look? Refresh your wardrobe essentials with the Sportswear Logo Loose T-shirt. Its comfortable, easy fit compliments a casual look for day-to-day wear. Pair it with joggers or jeans depending on what you're up to; it's as versatile as it is simple. Loose Fit – where comfort meets cool, a stylish loose cut makes this a must-have shape, Ribbed crew neck collar, Short sleeves, Printed Superdry branding on chest, Printed logo on left sleeve.",https://lookbook.superdrywholesale.com/HighRes/m1011726a_t7x_D1.tif,https://lookbook.superdrywholesale.com/HighRes/m1011726a_t7x_DO.tif,https://lookbook.superdrywholesale.com/HighRes/m1011726a_t7x_M.tif,,,,,https://image1.superdry.com/static/images/products/upload9223368955666312724.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312723.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312719.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312721.jpg,https://image1.superdry.com/static/images/products/M1011726A_T7X_D9.jpg,,,,,,,,,,,
M1011702A,AOF,"Vintage Logo Real Original Overdyed T-Shirt","Featuring the classic Superdry logo that made a name for itself years ago, our Vintage Logo Real Original Overdyed t-shirt brings back those timeless, old-school vibes. Finished with heathered look fabric and a relaxed cut, this piece establishes itself as a classic that can never go out of style, delivering comfort and subtle style instantly. Relaxed fit – the classic Superdry fit. Not too slim, not too loose, just right. Go for your normal size, Crew neck, Short sleeves, Cracked Superdry branding, Superdry tab.",https://lookbook.superdrywholesale.com/HighRes/m1011702a_aof_D1.tif,https://lookbook.superdrywholesale.com/HighRes/m1011702a_aof_D2.tif,https://lookbook.superdrywholesale.com/HighRes/m1011702a_aof_DO.tif,https://lookbook.superdrywholesale.com/HighRes/m1011702a_aof_M.tif,,,,https://image1.superdry.com/static/images/products/upload9223368955666218960.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666218959.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666218956.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666218954.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666218957.jpg,https://image1.superdry.com/static/images/products/M1011702A_AOF_D9.jpg,,,,,,,,,,
W2011942A,8PY,"Vintage Logo Emb Hood","Description yet to be provided",,,,,,,,https://image1.superdry.com/static/images/products/zoom/upload9223368955666132096.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666132602.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666132098.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666132097.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666132023.jpg,,,,,,,,,,,
W2011942A,9VM,"Vintage Logo Emb Hood","Description yet to be provided",,,,,,,,https://image1.superdry.com/static/images/products/zoom/upload9223368955666132266.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666132267.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666132264.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666132022.jpg,,,,,,,,,,,,
W8011421A,9VX,"Satin Cami Midi Dress","The ultimate in sleek elegance, the Satin Cami midi dress has been designed to flow with your movement. The classic cami cut of this midi dress is a simplistic yet beautiful addition to your wardrobe. Use as a layering piece to make your look more casual or elevate as your hero and be confident in who you are. Slim fit – designed to fit closer to the body for a more tailored look, Classic cami design, Adjustable spaghetti straps, Concealed side zip fastening, Side splits, Subtle Superdry branding.",,,,,,,,https://image1.superdry.com/static/images/products/zoom/upload9223368955666183518.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666183697.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666183519.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666183694.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666183516.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666133959.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666185400.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666192672.jpg,,,,,,,,
W8011421A,9VY,"Satin Cami Midi Dress","The ultimate in sleek elegance, the Satin Cami midi dress has been designed to flow with your movement. The classic cami cut of this midi dress is a simplistic yet beautiful addition to your wardrobe. Use as a layering piece to make your look more casual or elevate as your hero and be confident in who you are. Slim fit – designed to fit closer to the body for a more tailored look, Classic cami design, Adjustable spaghetti straps, Concealed side zip fastening, Side splits, Subtle Superdry branding.",https://lookbook.superdrywholesale.com/HighRes/w8011421a_9vy_D1.tif,https://lookbook.superdrywholesale.com/HighRes/w8011421a_9vy_D6.tif,https://lookbook.superdrywholesale.com/HighRes/w8011421a_9vy_D8.tif,https://lookbook.superdrywholesale.com/HighRes/w8011421a_9vy_D9.tif,https://lookbook.superdrywholesale.com/HighRes/w8011421a_9vy_DO.tif,https://lookbook.superdrywholesale.com/HighRes/w8011421a_9vy_M.tif,,https://image1.superdry.com/static/images/products/zoom/upload9223368955666183513.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666183517.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666183514.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666183515.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666183880.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666133958.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666185127.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666192671.jpg,https://image1.superdry.com/static/images/products/w8011421a_9vy_D9.jpg,,,,,,,
W8011421A,9VZ,"Satin Cami Midi Dress","The ultimate in sleek elegance, the Satin Cami midi dress has been designed to flow with your movement. The classic cami cut of this midi dress is a simplistic yet beautiful addition to your wardrobe. Use as a layering piece to make your look more casual or elevate as your hero and be confident in who you are. Slim fit – designed to fit closer to the body for a more tailored look, Classic cami design, Adjustable spaghetti straps, Concealed side zip fastening, Side splits, Subtle Superdry branding.",https://lookbook.superdrywholesale.com/HighRes/w8011421a_9vz_D1.tif,https://lookbook.superdrywholesale.com/HighRes/w8011421a_9vz_D8.tif,https://lookbook.superdrywholesale.com/HighRes/w8011421a_9vz_D9.tif,https://lookbook.superdrywholesale.com/HighRes/w8011421a_9vz_DO.tif,https://lookbook.superdrywholesale.com/HighRes/w8011421a_9vz_M.tif,,,https://image1.superdry.com/static/images/products/upload9223368955666318056.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666318055.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666318053.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666318050.jpg,https://image1.superdry.com/static/images/products/w8011421a_9vz_D9.jpg,,,,,,,,,,,
W9110342A,11S,"Tarp Rucksack","The Tarp rucksack is one of those rugged-looking rucksacks that draws inspiration from classic hiking designs. Multiple compartments and pockets give you the flexibility to load your essentials in the best way for your trip. No matter what your day has in store, load up with the Tarp rucksack. Classic hiking-inspired design, 21 litre approximate capacity, Top grab handle, Zipped main compartment with integral padded laptop sleeve, Zipped mesh storage pocket, Zipped secondary compartment with integral storage pouches, Twin-zipped external pocket, Zipped side pockets, Adjustable padded and ventilated shoulder straps, Padded and ventilated back panel, Reinforced base, Superdry logo. H 46cm x W 33cm x D 14cm",https://lookbook.superdrywholesale.com/HighRes/w9110342a_11s_D1.tif,https://lookbook.superdrywholesale.com/HighRes/w9110342a_11s_D2.tif,https://lookbook.superdrywholesale.com/HighRes/w9110342a_11s_D3.tif,https://lookbook.superdrywholesale.com/HighRes/w9110342a_11s_D4.tif,https://lookbook.superdrywholesale.com/HighRes/w9110342a_11s_D5.tif,https://lookbook.superdrywholesale.com/HighRes/w9110342a_11s_D9.tif,https://lookbook.superdrywholesale.com/HighRes/w9110342a_11s_M.tif,https://image1.superdry.com/static/images/products/upload9223368955666312469.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312468.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312462.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312464.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312467.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312466.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312465.jpg,https://image1.superdry.com/static/images/products/w9110342a_11s_D9.jpg,,,,,,,,
W9110342A,16A,"Tarp Rucksack","The Tarp rucksack is one of those rugged-looking rucksacks that draws inspiration from classic hiking designs. Multiple compartments and pockets give you the flexibility to load your essentials in the best way for your trip. No matter what your day has in store, load up with the Tarp rucksack. Classic hiking-inspired design, 21 litre approximate capacity, Top grab handle, Zipped main compartment with integral padded laptop sleeve, Zipped mesh storage pocket, Zipped secondary compartment with integral storage pouches, Twin-zipped external pocket, Zipped side pockets, Adjustable padded and ventilated shoulder straps, Padded and ventilated back panel, Reinforced base, Superdry logo. H 46cm x W 33cm x D 14cm",https://lookbook.superdrywholesale.com/HighRes/w9110342a_16a_D1.tif,https://lookbook.superdrywholesale.com/HighRes/w9110342a_16a_D2.tif,https://lookbook.superdrywholesale.com/HighRes/w9110342a_16a_D3.tif,https://lookbook.superdrywholesale.com/HighRes/w9110342a_16a_D4.tif,https://lookbook.superdrywholesale.com/HighRes/w9110342a_16a_D5.tif,https://lookbook.superdrywholesale.com/HighRes/w9110342a_16a_D9.tif,https://lookbook.superdrywholesale.com/HighRes/w9110342a_16a_M.tif,https://image1.superdry.com/static/images/products/upload9223368955666312454.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312453.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312447.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312449.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312452.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312451.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312450.jpg,https://image1.superdry.com/static/images/products/w9110342a_16a_D9.jpg,,,,,,,,
W9110352A,9UN,"Messenger Bag","The Superdry take on a classic design, the Messenger bag has been a fashion staple for generations. Its effortless, over-the-shoulder style has been elevated with high-quality craftsmanship and a contemporary sporty spirit. The iconic Superdry branding ensures that you can carry your belongings with an athletic look that seamlessly blends into your day-to-day outfits. Grab handle, Adjustable shoulder strap with movable padding, Drawcord and snap fastened flap, Zip pocket, Internal sleeve, Internal mesh compartment with zip fastening, Printed Superdry branding. H 35cm x W 40.5cm x D 6cm",https://lookbook.superdrywholesale.com/HighRes/w9110352a_9un_D1.tif,https://lookbook.superdrywholesale.com/HighRes/w9110352a_9un_D2.tif,https://lookbook.superdrywholesale.com/HighRes/w9110352a_9un_D3.tif,https://lookbook.superdrywholesale.com/HighRes/w9110352a_9un_D4.tif,https://lookbook.superdrywholesale.com/HighRes/w9110352a_9un_D5.tif,https://lookbook.superdrywholesale.com/HighRes/w9110352a_9un_D9.tif,https://lookbook.superdrywholesale.com/HighRes/w9110352a_9un_M.tif,https://image1.superdry.com/static/images/products/upload9223368955666312438.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312437.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312431.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312433.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312436.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312435.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312434.jpg,https://image1.superdry.com/static/images/products/w9110352a_9un_D9.jpg,,,,,,,,
W9110351A,02A,"Tarp Barrel Bag","Want to show off your versatile sporty spirit? How about with a bag that you can carry in three different ways? Able to be carried like a backpack or over the shoulder, the Tarp Barrel bag can also be held by your side with its comfortable carrier handles. Thanks to a remarkably adjustable design, it's an innovative solution for your sport bag needs. 'Choice' is the key word, giving you total control over how you carry your belongings, and the soft strap padding ensures that you can go about your commute in comfort. Whether you're heading to a game or a practice session, you can travel confidently with this incredibly versatile companion. Twin carrier handles with hook and loop fastening, Adjustable shoulder strap with movable padding, Adjustable backpack straps, Two grab handles, End grab handle, Top flap with zip pocket, Printed graphic on top flap, Zipped main compartment, Internal mesh compartment with zip fastening, Internal zip pocket, Printed Superdry branding. H 28cm x W 49cm x D 27cm",https://lookbook.superdrywholesale.com/HighRes/w9110351a_02a_D1.tif,https://lookbook.superdrywholesale.com/HighRes/w9110351a_02a_D2.tif,https://lookbook.superdrywholesale.com/HighRes/w9110351a_02a_D3.tif,https://lookbook.superdrywholesale.com/HighRes/w9110351a_02a_D4.tif,https://lookbook.superdrywholesale.com/HighRes/w9110351a_02a_D5.tif,https://lookbook.superdrywholesale.com/HighRes/w9110351a_02a_D6.tif,https://lookbook.superdrywholesale.com/HighRes/w9110351a_02a_D7.tif,https://image1.superdry.com/static/images/products/upload9223368955666312414.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312413.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312405.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312407.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312409.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312408.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312410.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312412.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312411.jpg,https://image1.superdry.com/static/images/products/w9110351a_02a_D9.jpg,,,,,,
W9110352A,02A,"Messenger Bag","The Superdry take on a classic design, the Messenger bag has been a fashion staple for generations. Its effortless, over-the-shoulder style has been elevated with high-quality craftsmanship and a contemporary sporty spirit. The iconic Superdry branding ensures that you can carry your belongings with an athletic look that seamlessly blends into your day-to-day outfits. Grab handle, Adjustable shoulder strap with movable padding, Drawcord and snap fastened flap, Zip pocket, Internal sleeve, Internal mesh compartment with zip fastening, Printed Superdry branding. H 35cm x W 40.5cm x D 6cm",https://lookbook.superdrywholesale.com/HighRes/w9110352a_02a_D1.tif,https://lookbook.superdrywholesale.com/HighRes/w9110352a_02a_D2.tif,https://lookbook.superdrywholesale.com/HighRes/w9110352a_02a_D3.tif,https://lookbook.superdrywholesale.com/HighRes/w9110352a_02a_D4.tif,https://lookbook.superdrywholesale.com/HighRes/w9110352a_02a_D5.tif,https://lookbook.superdrywholesale.com/HighRes/w9110352a_02a_D9.tif,https://lookbook.superdrywholesale.com/HighRes/w9110352a_02a_M.tif,https://image1.superdry.com/static/images/products/upload9223368955666312430.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312429.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312423.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312425.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312428.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312427.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666312426.jpg,https://image1.superdry.com/static/images/products/w9110352a_02a_D9.jpg,,,,,,,,
W2011947A,71D,"Vintage Logo Emb Ziphood","Description yet to be provided",,,,,,,,https://image1.superdry.com/static/images/products/zoom/upload9223368955666132086.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666132085.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666132084.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666132018.jpg,,,,,,,,,,,,
W2011947A,9VN,"Vintage Logo Emb Ziphood","Description yet to be provided",,,,,,,,https://image1.superdry.com/static/images/products/zoom/upload9223368955666132251.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666132601.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666132088.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666132087.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666132020.jpg,,,,,,,,,,,
WF310198A,9EE,"Vegan Code Core Pool Sliders","When the sun's out and you're planning your summer, having a great pair of sliders is an essential. Whether you intend on chilling by the pool, heading to the beach or just looking for something to slip on and get out, the Core Pool sliders are a perfect fit. Padded foot strap with embossed branding, Moulded footbed, Textured sole. S - UK 3-4, EU 36-37, US 5-6 M - UK 5-6, EU 38-39, US 7-8 L - UK 7-8, EU 40-41, US 9-10",https://lookbook.superdrywholesale.com/HighRes/wf310198a_9ee_D1.tif,https://lookbook.superdrywholesale.com/HighRes/wf310198a_9ee_D2.tif,https://lookbook.superdrywholesale.com/HighRes/wf310198a_9ee_D3.tif,https://lookbook.superdrywholesale.com/HighRes/wf310198a_9ee_D4.tif,https://lookbook.superdrywholesale.com/HighRes/wf310198a_9ee_D9.tif,https://lookbook.superdrywholesale.com/HighRes/wf310198a_9ee_M.tif,,https://image1.superdry.com/static/images/products/upload9223368955666316599.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666316598.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666316596.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666316593.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666316597.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666316595.jpg,https://image1.superdry.com/static/images/products/wf310198a_9ee_D9.jpg,,,,,,,,,
WF310198A,9WS,"Vegan Code Core Pool Sliders","When the sun's out and you're planning your summer, having a great pair of sliders is an essential. Whether you intend on chilling by the pool, heading to the beach or just looking for something to slip on and get out, the Core Pool sliders are a perfect fit. Padded foot strap with embossed branding, Moulded footbed, Textured sole. S - UK 3-4, EU 36-37, US 5-6 M - UK 5-6, EU 38-39, US 7-8 L - UK 7-8, EU 40-41, US 9-10",https://lookbook.superdrywholesale.com/HighRes/wf310198a_9ws_D1.tif,https://lookbook.superdrywholesale.com/HighRes/wf310198a_9ws_D2.tif,https://lookbook.superdrywholesale.com/HighRes/wf310198a_9ws_D3.tif,https://lookbook.superdrywholesale.com/HighRes/wf310198a_9ws_D4.tif,https://lookbook.superdrywholesale.com/HighRes/wf310198a_9ws_D5.tif,https://lookbook.superdrywholesale.com/HighRes/wf310198a_9ws_M.tif,,https://image1.superdry.com/static/images/products/upload9223368955666316563.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666316562.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666316558.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666316560.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666316556.jpg,https://image1.superdry.com/static/images/products/zoom/upload9223368955666316559.jpg,,,,,,,,,,
MF310238A,8PZ,"Core Vegan Pool Sliders","Bring a bold look to your outfit with our Core Vegan Pool Sliders. A classic design, these sliders are an authentic choice for your poolside outfits. The padded strap and moulded footbed ensure you feel comfortable whilst the branding ties the look together. Padded strap with large logo, Moulded footbed, Printed logo, Embossed logo, Textured sole with debossed logo. S - UK 6-7, EU 40-41, US 7-8 M - UK 8-9, EU 42-43, US 9-10 L - UK 10-11, EU 44-45, US 11-12 XL - UK 12-13, EU 46-47, US 13-14",,,,,,,,https://image1.superdry.com/static/images/products/zoom/upload9223368955666131769.jpg,,,,,,,,,,,,,,,
